ENTRYTYPE,ID,author,doi,eprint,journal,number,pages,publisher,title,url,volume,year,note,editor
article,doi:10.1080/24758779.2019.12420532,"Tamar McPherson, Stephanie Reilly and Colleen Smith",10.1080/24758779.2019.12420532," 

https://doi.org/10.1080/24758779.2019.12420532


",Connected Science Learning,9,12420532,Routledge,"Middle School Girls Gain Confidence, Competence, and Interest Through Summer STEAM Camp"," 

https://doi.org/10.1080/24758779.2019.12420532


",1,2019,,
article,doi:10.1080/00368121.2014.891563,"Youngjin Song, Teresa Higgins and Jenni Harding-DeKam",10.1080/00368121.2014.891563," 

https://doi.org/10.1080/00368121.2014.891563


",Science Activities,2,52--65,Routledge,Sweet Science for ALL! Supporting Inquiry-Based Learning Through M\&Ms Investigation for English Language Learners," 

https://doi.org/10.1080/00368121.2014.891563


",51,2014,,
article,doi:10.1080/00368121.2020.1843387,G. Michael Bowen and Anthony Bartley,10.1080/00368121.2020.1843387," 

https://doi.org/10.1080/00368121.2020.1843387


",Science Activities,4,143--153,Routledge,Helping students make sense of the “real world” data mess," 

https://doi.org/10.1080/00368121.2020.1843387


",57,2020,,
article,doi:10.1080/02602938.2024.2342921,Jo-ann Larkins and Katherine Seaton,10.1080/02602938.2024.2342921," 

https://doi.org/10.1080/02602938.2024.2342921


",Assessment \& Evaluation in Higher Education,0,1--11,SRHE Website,Our cheating is not your cheating: signature misconduct exemplified in mathematics," 

https://doi.org/10.1080/02602938.2024.2342921


",0,2024,,
article,doi:10.1080/03323315.2021.2022522,"Athanasia Kotsiou, Dina Daniela Fajardo-Tovar, Tom Cowhitt, Louis Major and Rupert Wegerif",10.1080/03323315.2021.2022522," 

https://doi.org/10.1080/03323315.2021.2022522


",Irish Educational Studies,1,171--186,Routledge,A scoping review of Future Skills frameworks," 

https://doi.org/10.1080/03323315.2021.2022522


",41,2022,,
article,doi:10.1080/10494820.2023.2190360,Mohammed Estaiteyeh and Isha DeCoito,10.1080/10494820.2023.2190360," 

https://doi.org/10.1080/10494820.2023.2190360


",Interactive Learning Environments,7,3768--3782,Routledge,Differentiated instruction in digital video games: STEM teacher candidates using technology to meet learners’ needs," 

https://doi.org/10.1080/10494820.2023.2190360


",32,2024,,
article,doi:10.1080/10691898.2017.1322474,Julian Stander and Luciana Dalla Valle,10.1080/10691898.2017.1322474," 

https://doi.org/10.1080/10691898.2017.1322474


",Journal of Statistics Education,2,60--67,Taylor \& Francis,"On Enthusing Students About Big Data and Social Media Visualization and Analysis Using R, RStudio, and RMarkdown"," 

https://doi.org/10.1080/10691898.2017.1322474


",25,2017,,
article,doi:10.1080/19477503.2021.2024721,"Thomas Roberts, Cathrine Maiorca, Christa Jackson and Margaret Mohr-Schroeder",10.1080/19477503.2021.2024721," 

https://doi.org/10.1080/19477503.2021.2024721


",Investigations in Mathematics Learning,1,1--13,Routledge,Integrated STEM as Problem-Solving Practices," 

https://doi.org/10.1080/19477503.2021.2024721


",14,2022,,
article,doi:10.1080/24721840.2024.2358763,To-Cheng Wang and Yu-Ju Hung,10.1080/24721840.2024.2358763," 

https://doi.org/10.1080/24721840.2024.2358763


",The International Journal of Aerospace Psychology,0,1--15,Routledge,Gamification of Learning Aviation Knowledge for Improving the Efficiency of Flight Training," 

https://doi.org/10.1080/24721840.2024.2358763


",0,2024,,
article,doi:10.1080/09500693.2016.1167984,"Tony J. Ward, Naomi Delaloye, Earle Raymond Adams, Desirae Ware, Diana Vanek, Randy Knuth, Carolyn Laurie Hester, Nancy Noel Marra and Andrij Holian",10.1080/09500693.2016.1167984," 

https://doi.org/10.1080/09500693.2016.1167984


",International Journal of Science Education,6,905--921,Routledge, Air Toxics Under the Big Sky: examining the effectiveness of authentic scientific research on high school students’ science skills and interest," 

https://doi.org/10.1080/09500693.2016.1167984


",38,2016,,
article,doi:10.1080/13540602.2017.1399874,"Scott Alterator, Craig Deed and Vaughan Prain",10.1080/13540602.2017.1399874," 

https://doi.org/10.1080/13540602.2017.1399874


",Teachers and Teaching,4,450--460,Routledge,Encapsulating teacher expertise in action," 

https://doi.org/10.1080/13540602.2017.1399874


",24,2018,,
article,doi:10.1080/15391523.2022.2160394,"Theodosios Sapounidis, Sokratis Tselegkaridis and Dimitrios Stamovlasis",10.1080/15391523.2022.2160394," 

https://doi.org/10.1080/15391523.2022.2160394


",Journal of Research on Technology in Education,4,462--476,Routledge,Educational robotics and STEM in primary education: a review and a meta-analysis," 

https://doi.org/10.1080/15391523.2022.2160394


",56,2024,,
article,doi:10.1080/2050571X.2016.1187465,Courtney Karasinski,10.1080/2050571X.2016.1187465," 

https://doi.org/10.1080/2050571X.2016.1187465


","Speech, Language and Hearing",4,203--210,Taylor \& Francis,"Comprehension of narratives, non-fiction, and complex syntax as predictors of science achievement"," 

https://doi.org/10.1080/2050571X.2016.1187465


",19,2016,,
article,doi:10.1080/00220671.2023.2203092,"Meltem Emen-Parlatan, Seval Ördek-İnceoğlu, İrem Gürgah-Oğul and Durmuş Aslan",10.1080/00220671.2023.2203092," 

https://doi.org/10.1080/00220671.2023.2203092


",The Journal of Educational Research,2,90--99,Routledge,Technology and early mathematics skills: Effectiveness of I Love Math with Robots," 

https://doi.org/10.1080/00220671.2023.2203092


",116,2023,,
article,doi:10.1080/00368121.2020.1782315,Melissa Parks,10.1080/00368121.2020.1782315," 

https://doi.org/10.1080/00368121.2020.1782315


",Science Activities,2,77--87,Routledge,Model eliciting activities: another tool for the elementary teaching toolbox," 

https://doi.org/10.1080/00368121.2020.1782315


",57,2020,,
article,doi:10.1080/09654313.2022.2124102,Philip Cooke,10.1080/09654313.2022.2124102," 

https://doi.org/10.1080/09654313.2022.2124102


",European Planning Studies,7,1345--1357,Routledge,Learning as imitation or mimesis: how ‘smart’ is machine learning for its planning controllers?," 

https://doi.org/10.1080/09654313.2022.2124102


",31,2023,,
article,doi:10.1080/10400419.2019.1670025,"Hsueh-Hua Chuang, Ming-Hung Hsieh, Ying-Yao Cheng and Chia-Chi Wang",10.1080/10400419.2019.1670025," 

https://doi.org/10.1080/10400419.2019.1670025


",Creativity Research Journal,4,408--418,Routledge,An Instrument for Assessing the Development of Scientific Imagination via Digital Storytelling for Elementary School Students," 

https://doi.org/10.1080/10400419.2019.1670025


",31,2019,,
article,doi:10.1080/1046560X.2017.1279470,Joe Krajcik and Ibrahim Delen,10.1080/1046560X.2017.1279470," 

https://doi.org/10.1080/1046560X.2017.1279470


",Journal of Science Teacher Education,1,1--10,Routledge,The Benefits and Limitations of Educative Curriculum Materials," 

https://doi.org/10.1080/1046560X.2017.1279470


",28,2017,,
article,doi:10.1080/10494820.2020.1786409,"Baichang Zhong, Jijun Zheng and Zehui Zhan",10.1080/10494820.2020.1786409," 

https://doi.org/10.1080/10494820.2020.1786409


",Interactive Learning Environments,1,370--382,Routledge,An exploration of combining virtual and physical robots in robotics education," 

https://doi.org/10.1080/10494820.2020.1786409


",31,2023,,
article,doi:10.1080/13664530.2015.1111929,Ahmad Qablan,10.1080/13664530.2015.1111929," 

https://doi.org/10.1080/13664530.2015.1111929


",Teacher Development,1,76--91,Routledge,Teaching and learning about science practices: insights and challenges in professional development," 

https://doi.org/10.1080/13664530.2015.1111929


",20,2016,,
article,doi:10.1080/15348431.2023.2279588,"Debalina Maitra, Steven McGee, Randi McGee-Tekula and Catherine McGee",10.1080/15348431.2023.2279588," 

https://doi.org/10.1080/15348431.2023.2279588


",Journal of Latinos and Education,4,1514--1524,Routledge,Investigating the Equity Imperative in High School Computer Science Curriculum for Latinx Students," 

https://doi.org/10.1080/15348431.2023.2279588


",23,2024,,
article,doi:10.1080/08993408.2015.1014142,Brian Dorn and Allison Elliott Tew,10.1080/08993408.2015.1014142," 

https://doi.org/10.1080/08993408.2015.1014142


",Computer Science Education,1,1--36,Routledge,Empirical validation and application of the computing attitudes survey," 

https://doi.org/10.1080/08993408.2015.1014142


",25,2015,,
article,doi:10.1080/09502386.2022.2142805,Carolyn Pedwell,10.1080/09502386.2022.2142805," 

https://doi.org/10.1080/09502386.2022.2142805


",Cultural Studies,2,188--218,Routledge,Speculative machines and us: more-than-human intuition and the algorithmic condition," 

https://doi.org/10.1080/09502386.2022.2142805


",38,2024,,
article,doi:10.1080/00368121.2021.1918049,"Sedef Canbazoğlu Bilici, Mehmet Ali Küpeli and S. Selcen Guzey",10.1080/00368121.2021.1918049," 

https://doi.org/10.1080/00368121.2021.1918049


",Science Activities,2,77--88,Routledge,Inspired by nature: an engineering design-based biomimicry activity," 

https://doi.org/10.1080/00368121.2021.1918049


",58,2021,,
article,doi:10.1080/10494820.2021.1875005,"Anaïs Leroy, Margarida Romero and Laura Cassone",10.1080/10494820.2021.1875005," 

https://doi.org/10.1080/10494820.2021.1875005


",Interactive Learning Environments,4,2194--2205,Routledge,Interactivity and materiality matter in creativity: educational robotics for the assessment of divergent thinking," 

https://doi.org/10.1080/10494820.2021.1875005


",31,2023,,
article,doi:10.1080/10511970.2017.1403524,Miroslav Lovric,10.1080/10511970.2017.1403524," 

https://doi.org/10.1080/10511970.2017.1403524


",PRIMUS,7,683--698,Taylor \& Francis,Programming and Mathematics in an Upper-Level University Problem-Solving Course," 

https://doi.org/10.1080/10511970.2017.1403524


",28,2018,,
article,doi:10.1080/21532974.2017.1387830,"Shelly R. Rodriguez, Jason R. Harron and Michael W. DeGraff",10.1080/21532974.2017.1387830," 

https://doi.org/10.1080/21532974.2017.1387830


",Journal of Digital Learning in Teacher Education,1,6--17,Routledge,UTeach Maker: A Micro-Credentialing Program for Preservice Teachers," 

https://doi.org/10.1080/21532974.2017.1387830


",34,2018,,
article,doi:10.1080/00393274.2021.1916997,Jesper Olsson,10.1080/00393274.2021.1916997," 

https://doi.org/10.1080/00393274.2021.1916997


",Studia Neophilologica,2,230--241,Routledge,"Shifting scales, inventive intermediations: posthuman ecologies in contemporary poetry"," 

https://doi.org/10.1080/00393274.2021.1916997


",93,2021,,
article,doi:10.1080/08993408.2021.1877988,"Jody Clarke-Midura, Deborah Silvis, Jessica F. Shumway, Victor R. Lee and Joseph S. Kozlowski",10.1080/08993408.2021.1877988," 

https://doi.org/10.1080/08993408.2021.1877988


",Computer Science Education,2,117--140,Routledge,Developing a kindergarten computational thinking assessment using evidence-centered design: the case of algorithmic thinking," 

https://doi.org/10.1080/08993408.2021.1877988


",31,2021,,
article,doi:10.1080/08993408.2020.1866933,"Deborah Fields, Debora Lui, Yasmin Kafai, Gayithri Jayathirtha, Justice Walker and Mia Shaw",10.1080/08993408.2020.1866933," 

https://doi.org/10.1080/08993408.2020.1866933


",Computer Science Education,2,224--258,Routledge,Communicating about computational thinking: understanding affordances of portfolios for assessing high school students’ computational thinking and participation practices," 

https://doi.org/10.1080/08993408.2020.1866933


",31,2021,,
article,doi:10.1080/08993408.2021.1874221,"Brian D. Gane, Maya Israel, Noor Elagha, Wei Yan, Feiya Luo and James W. Pellegrino",10.1080/08993408.2021.1874221," 

https://doi.org/10.1080/08993408.2021.1874221


",Computer Science Education,2,141--168,Routledge,Design and validation of learning trajectory-based assessments for computational thinking in upper elementary grades," 

https://doi.org/10.1080/08993408.2021.1874221


",31,2021,,
article,doi:10.1080/08993408.2022.2145549,"Ugur Kale, Jiangmei Yuan and Abhik Roy",10.1080/08993408.2022.2145549," 

https://doi.org/10.1080/08993408.2022.2145549


",Computer Science Education,4,545--566,Routledge,Thinking processes in code.org: A relational analysis approach to computational thinking," 

https://doi.org/10.1080/08993408.2022.2145549


",33,2023,,
article,doi:10.1080/2331186X.2023.2222866,"Binti Muchsini,   Siswandari,   Gunarhadi and   Wiranto",10.1080/2331186X.2023.2222866," 

https://doi.org/10.1080/2331186X.2023.2222866


",Cogent Education,1,2222866,Cogent OA,Promoting college students’ computational thinking: the use of constructionism-based accounting spreadsheets designing activities," 

https://doi.org/10.1080/2331186X.2023.2222866


",10,2023,,
article,doi:10.1080/03004279.2022.2150063,"Zetra Hainul Putra, Ramiati, Zufriady, Riyan Hidayat, Jismulatif, Neni Hermita and Urip Sulistiyo",10.1080/03004279.2022.2150063," 

https://doi.org/10.1080/03004279.2022.2150063


",Education 3-13,0,1--11,Routledge,"Development of computational thinking tasks based on Riau Malay culture: a study of fifth-grade public school students in Pekanbaru, Indonesia"," 

https://doi.org/10.1080/03004279.2022.2150063


",0,2022,,
article,doi:10.1080/21532974.2019.1696641,"Ann D. Thompson, Denise L. Lindstrom and Denise A. Schmidt-Crawford",10.1080/21532974.2019.1696641," 

https://doi.org/10.1080/21532974.2019.1696641


",Journal of Digital Learning in Teacher Education,1,4--5,Routledge,Computational Thinking: What Went Wrong?," 

https://doi.org/10.1080/21532974.2019.1696641


",36,2020,,
article,doi:10.1080/24758779.2023.12318620,Beth Murphy,10.1080/24758779.2023.12318620," 

https://doi.org/10.1080/24758779.2023.12318620


",Connected Science Learning,1,12318620,Routledge,Computational Thinking and Why It Matters," 

https://doi.org/10.1080/24758779.2023.12318620


",5,2023,,
article,doi:10.1080/1046560X.2024.2375843,Heidi Cian and Alexandria Brasili,10.1080/1046560X.2024.2375843," 

https://doi.org/10.1080/1046560X.2024.2375843


",Journal of Science Teacher Education,0,1--23,Routledge,Rural Elementary Teachers’ Computational Thinking Self-Efficacy Through Community-Based Citizen Science," 

https://doi.org/10.1080/1046560X.2024.2375843


",0,2024,,
article,doi:10.1080/1046560X.2021.1970088,"Erin Peters-Burton, Peter Jacob Rich, Anastasia Kitsantas, Laura Laclede and Stephanie M. Stehle",10.1080/1046560X.2021.1970088," 

https://doi.org/10.1080/1046560X.2021.1970088


",Journal of Science Teacher Education,6,598--620,Routledge,High School Science Teacher Use of Planning Tools to Integrate Computational Thinking," 

https://doi.org/10.1080/1046560X.2021.1970088


",33,2022,,
article,doi:10.1080/10494820.2018.1534245,Gary Ka-Wai Wong and Ho-Yin Cheung,10.1080/10494820.2018.1534245," 

https://doi.org/10.1080/10494820.2018.1534245


",Interactive Learning Environments,4,438--450,Routledge,Exploring children’s perceptions of developing twenty-first century skills through computational thinking and programming," 

https://doi.org/10.1080/10494820.2018.1534245


",28,2020,,
article,doi:10.1080/10494820.2019.1573199,Wanli Xing,10.1080/10494820.2019.1573199," 

https://doi.org/10.1080/10494820.2019.1573199


",Interactive Learning Environments,3,414--427,Routledge,Large-scale path modeling of remixing to computational thinking," 

https://doi.org/10.1080/10494820.2019.1573199


",29,2021,,
article,doi:10.1080/0144929X.2016.1188415,"SooJin Jun, SeonKwan Han and SooHwan Kim",10.1080/0144929X.2016.1188415," 

https://doi.org/10.1080/0144929X.2016.1188415


",Behaviour \& Information Technology,1,43--53,Taylor \& Francis,Effect of design-based learning on improving computational thinking," 

https://doi.org/10.1080/0144929X.2016.1188415


",36,2017,,
